problem_id,model,solution_file,status,score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_0.cpp,RUNTIME_ERROR,0,0.00%,0.010,5.4453125
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_1.cpp,RUNTIME_ERROR,0,0.00%,0.120,12.26171875
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_2.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.2734375
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_3.cpp,RUNTIME_ERROR,0,0.00%,0.150,12.8828125
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_4.cpp,RUNTIME_ERROR,0,0.00%,0.170,14.0390625
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_5.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.33984375
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_6.cpp,RUNTIME_ERROR,0,0.00%,0.210,15.5234375
APIO-2023-contest-abc,deepseek-reasoner,abc_deepseek-reasoner_7.cpp,RUNTIME_ERROR,0,0.00%,0.080,5.87109375
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_0.cpp,RUNTIME_ERROR,15,19.51%,1.740,21.91796875
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_1.cpp,TIME_LIMIT_EXCEEDED,97,76.83%,2.980,69.75
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_2.cpp,TIME_LIMIT_EXCEEDED,97,76.83%,2.970,39.828125
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_3.cpp,TIME_LIMIT_EXCEEDED,33,34.15%,2.990,135.53125
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_4.cpp,RUNTIME_ERROR,15,20.73%,0.550,21.91796875
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_5.cpp,RUNTIME_ERROR,15,20.73%,0.580,21.91796875
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_6.cpp,RUNTIME_ERROR,97,82.93%,1.590,59.30078125
APIO-2023-contest-cyberland,deepseek-reasoner,cyberland_deepseek-reasoner_7.cpp,RUNTIME_ERROR,97,82.93%,1.590,59.30078125
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,23.71484375
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,54.625
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,46.78515625
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_3.cpp,TIME_LIMIT_EXCEEDED,0,8.24%,1.800,46.78515625
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,25.671875
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.810,10.37109375
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_6.cpp,RUNTIME_ERROR,0,2.47%,0.110,46.7890625
APIO-2023-contest-sequence,deepseek-reasoner,sequence_deepseek-reasoner_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,37.04296875
APIO-2024-contest-september,deepseek-reasoner,september_deepseek-reasoner_0.cpp,RUNTIME_ERROR,0,0.00%,0.140,4.05078125
APIO-2024-contest-september,deepseek-reasoner,september_deepseek-reasoner_1.cpp,RUNTIME_ERROR,0,0.00%,0.830,13.26953125
